survey_organization,party_affiliation,start_date,end_date,survey_method,survey_question,survey_population,survey_sample,approve_percent,disapprove_percent,undecided_percent,margin_of_error
UPI/CVOTER,None,2012-10-16,2012-10-22,Live Phone,,Adults,1421,51,44,5,3.5
Gallup,None,2012-10-16,2012-10-18,Live Phone,,Adults,1500,50,46,,3
PPP (D-Americans United for Change),Democrat,2012-10-16,2012-10-18,Automated Phone,,Likely Voters,1200,46,50,4,2.8
PPP (D-Americans United for Change),Democrat,2012-10-16,2012-10-18,Automated Phone,,Likely Voters (Democrats),,83,14,4,
PPP (D-Americans United for Change),Democrat,2012-10-16,2012-10-18,Automated Phone,,Likely Voters (Republicans),,10,89,1,
PPP (D-Americans United for Change),Democrat,2012-10-16,2012-10-18,Automated Phone,,Likely Voters (Independents),,40,52,8,
Rasmussen,None,2012-10-16,2012-10-18,Automated Phone,,Likely Voters,1500,48,51,,3
UPI/CVOTER,None,2012-10-17,2012-10-23,Live Phone,,Adults,1477,50,45,5,3.5
CBS,None,2012-10-17,2012-10-20,Live Phone,,Adults,1383,49,42,9,3
NBC/WSJ,None,2012-10-17,2012-10-20,Live Phone,,Registered Voters,1000,49,48,3,3.1
Gallup,None,2012-10-17,2012-10-19,Live Phone,,Adults,1500,49,46,,3
Rasmussen,None,2012-10-17,2012-10-19,Automated Phone,,Likely Voters,1500,47,52,,3
PPP (D-Americans United for Change),Democrat,2012-10-17,2012-10-19,Automated Phone,,Likely Voters,1200,47,49,4,2.8
PPP (D-Americans United for Change),Democrat,2012-10-17,2012-10-19,Automated Phone,,Likely Voters (Democrats),,82,14,4,
PPP (D-Americans United for Change),Democrat,2012-10-17,2012-10-19,Automated Phone,,Likely Voters (Republicans),,10,88,3,
PPP (D-Americans United for Change),Democrat,2012-10-17,2012-10-19,Automated Phone,,Likely Voters (Independents),,40,55,5,
UPI/CVOTER,None,2012-10-18,2012-10-24,Live Phone,,Adults,1524,50,45,5,3.5
DailyKos/SEIU/PPP (D),Democrat,2012-10-18,2012-10-21,Automated Phone,,Likely Voters,1300,45,50,5,2.7
DailyKos/SEIU/PPP (D),Democrat,2012-10-18,2012-10-21,Automated Phone,,Likely Voters (Democrats),533,82,14,4,
DailyKos/SEIU/PPP (D),Democrat,2012-10-18,2012-10-21,Automated Phone,,Likely Voters (Republicans),454,8,89,2,
DailyKos/SEIU/PPP (D),Democrat,2012-10-18,2012-10-21,Automated Phone,,Likely Voters (Independents),312,38,53,9,
ABC/Post,None,2012-10-18,2012-10-21,Live Phone,,Registered Voters,,51,47,2,
ABC/Post,None,2012-10-18,2012-10-21,Live Phone,,Registered Voters (Democrats),,88,11,,
ABC/Post,None,2012-10-18,2012-10-21,Live Phone,,Registered Voters (Republicans),,10,89,,
ABC/Post,None,2012-10-18,2012-10-21,Live Phone,,Registered Voters (Independents),,48,47,,
Democracy Corps (D),Democrat,2012-10-18,2012-10-21,Live Phone,,Likely Voters,1000,50,48,2,3.1
PPP (D-Americans United for Change),Democrat,2012-10-18,2012-10-20,Automated Phone,,Likely Voters,1200,45,50,4,2.8
PPP (D-Americans United for Change),Democrat,2012-10-18,2012-10-20,Automated Phone,,Likely Voters (Democrats),,77,18,4,
PPP (D-Americans United for Change),Democrat,2012-10-18,2012-10-20,Automated Phone,,Likely Voters (Republicans),,13,84,3,
PPP (D-Americans United for Change),Democrat,2012-10-18,2012-10-20,Automated Phone,,Likely Voters (Independents),,37,57,6,
Gallup,None,2012-10-18,2012-10-20,Live Phone,,Adults,1500,49,45,,3
PPP (D-Americans United for Change),Democrat,2012-10-18,2012-10-20,Automated Phone,,Likely Voters,1200,46,50,4,2.8
PPP (D-Americans United for Change),Democrat,2012-10-18,2012-10-20,Automated Phone,,Likely Voters (Democrats),,79,17,4,
PPP (D-Americans United for Change),Democrat,2012-10-18,2012-10-20,Automated Phone,,Likely Voters (Republicans),,12,86,2,
PPP (D-Americans United for Change),Democrat,2012-10-18,2012-10-20,Automated Phone,,Likely Voters (Independents),,40,54,6,
Rasmussen,None,2012-10-18,2012-10-20,Automated Phone,,Likely Voters,1500,49,51,,3
Gravis Marketing,None,2012-10-18,2012-10-18,Automated Phone,,Likely Voters,805,39,49,12,3.4
UPI/CVOTER,None,2012-10-19,2012-10-25,Live Phone,,Adults,1590,50,44,6,3.5
AP-GFK,None,2012-10-19,2012-10-23,Live Phone,,Adults,1186,52,45,4,3.5
ABC/Post,None,2012-10-19,2012-10-22,Live Phone,,Likely Voters,1382,49,49,,3
Rasmussen,None,2012-10-19,2012-10-21,Automated Phone,,Likely Voters,1500,50,49,,3
ABC/Post,None,2012-10-20,2012-10-23,Live Phone,,Likely Voters,1394,50,49,,3
PPP (D-Americans United for Change),Democrat,2012-10-20,2012-10-22,Automated Phone,,Likely Voters,1200,45,51,4,2.8
YouGov/Economist,None,2012-10-20,2012-10-22,Internet,,Adults,1000,44,54,1,4.9
Rasmussen,None,2012-10-20,2012-10-22,Automated Phone,,Likely Voters,1500,50,49,,3
Gallup,None,2012-10-20,2012-10-22,Live Phone,,Adults,1500,51,45,,3
UPI/CVOTER,None,2012-10-21,2012-10-27,Live Phone,,Adults,1585,51,44,5,3.5
ABC/Post,None,2012-10-21,2012-10-24,Live Phone,,Registered Voters,,50,48,3,
Gallup,None,2012-10-21,2012-10-23,Live Phone,,Adults,1500,53,42,,3
Rasmussen,None,2012-10-21,2012-10-23,Automated Phone,,Likely Voters,1500,49,49,,3
PPP (D-Americans United for Change),Democrat,2012-10-21,2012-10-23,Automated Phone,,Likely Voters,1200,46,50,4,2.8
PPP (D-Americans United for Change),Democrat,2012-10-21,2012-10-23,Automated Phone,,Likely Voters (Democrats),,82,15,3,
PPP (D-Americans United for Change),Democrat,2012-10-21,2012-10-23,Automated Phone,,Likely Voters (Republicans),,12,87,2,
PPP (D-Americans United for Change),Democrat,2012-10-21,2012-10-23,Automated Phone,,Likely Voters (Independents),,40,53,7,
High Point University,None,2012-10-22,2012-10-30,Live Phone,,Registered Voters,805,47,48,5,3.45
UPI/CVOTER,None,2012-10-22,2012-10-29,Live Phone,,Adults,1556,51,44,5,3.5
Politico/GWU/Battleground,None,2012-10-22,2012-10-25,Live Phone,,Likely Voters,1000,50,49,2,3.1
ABC/Post,None,2012-10-22,2012-10-25,Live Phone,,Registered Voters,,50,47,3,
Gallup,None,2012-10-22,2012-10-24,Live Phone,,Adults,1500,51,44,,3
Rasmussen,None,2012-10-22,2012-10-24,Automated Phone,,Likely Voters,1500,49,50,,3
PPP (D-Americans United for Change),Democrat,2012-10-22,2012-10-24,Automated Phone,,Likely Voters,1200,47,50,4,2.8
PPP (D-Americans United for Change),Democrat,2012-10-22,2012-10-24,Automated Phone,,Likely Voters (Democrats),,81,16,3,
PPP (D-Americans United for Change),Democrat,2012-10-22,2012-10-24,Automated Phone,,Likely Voters (Republicans),,10,89,2,
PPP (D-Americans United for Change),Democrat,2012-10-22,2012-10-24,Automated Phone,,Likely Voters (Independents),,43,49,8,
UPI/CVOTER,None,2012-10-23,2012-10-30,Live Phone,,Adults,1526,49,45,6,3.5
ABC/Post,None,2012-10-23,2012-10-26,Live Phone,,Registered Voters,,50,48,,
ABC/Post,None,2012-10-23,2012-10-26,Live Phone,,Registered Voters (Democrats),,90,8,,
ABC/Post,None,2012-10-23,2012-10-26,Live Phone,,Registered Voters (Republicans),,12,88,,
ABC/Post,None,2012-10-23,2012-10-26,Live Phone,,Registered Voters (Independents),,41,56,,
NPR,Democrat,2012-10-23,2012-10-25,Live Phone,,Likely Voters,1000,49,49,2,3.1
NPR,Democrat,2012-10-23,2012-10-25,Live Phone,,Likely Voters (Democrats),370,94,6,1,5.09
NPR,Democrat,2012-10-23,2012-10-25,Live Phone,,Likely Voters (Republicans),306,6,93,,5.6
NPR,Democrat,2012-10-23,2012-10-25,Live Phone,,Likely Voters (Independents),309,42,54,3,5.58
Gallup,None,2012-10-23,2012-10-25,Live Phone,,Adults,1500,48,47,,3
Rasmussen,None,2012-10-23,2012-10-25,Automated Phone,,Likely Voters,1500,48,51,,3
PPP (D-Americans United for Change),Democrat,2012-10-23,2012-10-25,Automated Phone,,Likely Voters,1200,46,51,4,2.8
PPP (D-Americans United for Change),Democrat,2012-10-23,2012-10-25,Automated Phone,,Likely Voters (Democrats),,82,15,3,
PPP (D-Americans United for Change),Democrat,2012-10-23,2012-10-25,Automated Phone,,Likely Voters (Republicans),,11,87,2,
PPP (D-Americans United for Change),Democrat,2012-10-23,2012-10-25,Automated Phone,,Likely Voters (Independents),,38,55,7,
ABC/Post,None,2012-10-24,2012-10-27,Live Phone,,Registered Voters,,50,46,,
ABC/Post,None,2012-10-24,2012-10-27,Live Phone,,Registered Voters (Democrats),,88,10,,
ABC/Post,None,2012-10-24,2012-10-27,Live Phone,,Registered Voters (Republicans),,11,87,,
ABC/Post,None,2012-10-24,2012-10-27,Live Phone,,Registered Voters (Independents),,44,52,,
PPP (D-Americans United for Change),Democrat,2012-10-24,2012-10-26,Automated Phone,,Likely Voters,1200,45,51,4,2.8
Gallup,None,2012-10-24,2012-10-26,Live Phone,,Adults,1500,46,49,,3
Rasmussen,None,2012-10-24,2012-10-26,Automated Phone,,Likely Voters,1500,47,52,,3
UPI/CVOTER,None,2012-10-25,2012-10-31,Live Phone,,Adults,1470,49,46,6,3.5
CBS/Times,None,2012-10-25,2012-10-28,Live Phone,,Adults,898,50,42,8,3
CBS/Times,None,2012-10-25,2012-10-28,Live Phone,,Adults (Democrats),297,89,5,5,
CBS/Times,None,2012-10-25,2012-10-28,Live Phone,,Adults (Republicans),257,9,88,3,
CBS/Times,None,2012-10-25,2012-10-28,Live Phone,,Adults (Independents),344,42,44,13,
DailyKos/SEIU/PPP (D),Democrat,2012-10-25,2012-10-28,Automated Phone,,Likely Voters,1400,46,50,3,2.6
DailyKos/SEIU/PPP (D),Democrat,2012-10-25,2012-10-28,Automated Phone,,Likely Voters (Democrats),546,84,11,5,
DailyKos/SEIU/PPP (D),Democrat,2012-10-25,2012-10-28,Automated Phone,,Likely Voters (Republicans),518,8,91,1,
DailyKos/SEIU/PPP (D),Democrat,2012-10-25,2012-10-28,Automated Phone,,Likely Voters (Independents),336,43,52,5,
ABC/Post,None,2012-10-25,2012-10-28,Live Phone,,Registered Voters,,51,46,,
ABC/Post,None,2012-10-25,2012-10-28,Live Phone,,Registered Voters (Democrats),,89,10,,
ABC/Post,None,2012-10-25,2012-10-28,Live Phone,,Registered Voters (Republicans),,10,87,,
ABC/Post,None,2012-10-25,2012-10-28,Live Phone,,Registered Voters (Independents),,47,50,,
Gallup,None,2012-10-25,2012-10-27,Live Phone,,Adults,1500,48,48,,3
Rasmussen,None,2012-10-25,2012-10-27,Automated Phone,,Likely Voters,1500,47,52,,3
PPP (D-Americans United for Change),Democrat,2012-10-25,2012-10-27,Automated Phone,,Likely Voters,1200,44,52,4,2.8
PPP (D-Americans United for Change),Democrat,2012-10-25,2012-10-27,Automated Phone,,Likely Voters (Democrats),,83,13,4,
PPP (D-Americans United for Change),Democrat,2012-10-25,2012-10-27,Automated Phone,,Likely Voters (Republicans),,10,89,2,
PPP (D-Americans United for Change),Democrat,2012-10-25,2012-10-27,Automated Phone,,Likely Voters (Independents),,33,60,6,
UPI/CVOTER,None,2012-10-26,2012-11-01,Live Phone,,Adults,1444,49,45,6,3.5
ABC/Post,None,2012-10-26,2012-10-29,Live Phone,,Registered Voters,,50,49,1,
ABC/Post,None,2012-10-26,2012-10-29,Live Phone,,Registered Voters (Democrats),,88,12,,
ABC/Post,None,2012-10-26,2012-10-29,Live Phone,,Registered Voters (Republicans),,9,89,,
ABC/Post,None,2012-10-26,2012-10-29,Live Phone,,Registered Voters (Independents),,48,50,,
YouGov/Economist,None,2012-10-26,2012-10-28,Internet,,Adults,998,47,48,5,
YouGov/Economist,None,2012-10-26,2012-10-28,Internet,,Adults (Democrats),376,89,8,3,
YouGov/Economist,None,2012-10-26,2012-10-28,Internet,,Adults (Republicans),263,9,88,2,
YouGov/Economist,None,2012-10-26,2012-10-28,Internet,,Adults (Independents),274,41,55,4,
Gallup,None,2012-10-26,2012-10-28,Live Phone,,Adults,1500,51,44,,3
Rasmussen,None,2012-10-26,2012-10-28,Automated Phone,,Likely Voters,1500,49,51,,3
PPP (D-Americans United for Change),Democrat,2012-10-26,2012-10-28,Automated Phone,,Likely Voters,1200,46,51,3,2.8
PPP (D-Americans United for Change),Democrat,2012-10-26,2012-10-28,Automated Phone,,Likely Voters (Democrats),,84,13,3,
PPP (D-Americans United for Change),Democrat,2012-10-26,2012-10-28,Automated Phone,,Likely Voters (Republicans),,10,89,2,
PPP (D-Americans United for Change),Democrat,2012-10-26,2012-10-28,Automated Phone,,Likely Voters (Independents),,41,53,6,
PPP (D),Democrat,2012-10-26,2012-10-28,Automated Phone,,Likely Voters,687,48,50,2,3.7
ABC/Post,None,2012-10-27,2012-10-30,Live Phone,,Registered Voters,,50,48,,
ABC/Post,None,2012-10-27,2012-10-30,Live Phone,,Registered Voters (Democrats),,87,13,,
ABC/Post,None,2012-10-27,2012-10-30,Live Phone,,Registered Voters (Republicans),,9,90,,
ABC/Post,None,2012-10-27,2012-10-30,Live Phone,,Registered Voters (Independents),,48,50,,
Rasmussen,None,2012-10-27,2012-10-29,Automated Phone,,Likely Voters,1500,49,50,,3
ABC/Post,None,2012-10-28,2012-10-31,Live Phone,,Registered Voters,,50,48,,
ABC/Post,None,2012-10-28,2012-10-31,Live Phone,,Registered Voters (Democrats),,86,13,,
ABC/Post,None,2012-10-28,2012-10-31,Live Phone,,Registered Voters (Republicans),,9,90,,
ABC/Post,None,2012-10-28,2012-10-31,Live Phone,,Registered Voters (Independents),,49,49,,
Rasmussen,None,2012-10-28,2012-10-30,Automated Phone,,Likely Voters,1500,49,49,,3
Politico/GWU/Battleground,None,2012-10-29,2012-11-01,Live Phone,,Likely Voters,1000,49,49,2,3.1
ABC/Post,None,2012-10-29,2012-11-01,Live Phone,,Registered Voters,,50,48,,
ABC/Post,None,2012-10-29,2012-11-01,Live Phone,,Registered Voters (Democrats),,85,14,,
ABC/Post,None,2012-10-29,2012-11-01,Live Phone,,Registered Voters (Republicans),,9,90,,
ABC/Post,None,2012-10-29,2012-11-01,Live Phone,,Registered Voters (Independents),,50,49,,
Rasmussen,None,2012-10-29,2012-10-31,Automated Phone,,Likely Voters,1500,49,49,,3
ABC/Post,None,2012-10-30,2012-11-02,Live Phone,,Registered Voters,,50,48,1,
Rasmussen,None,2012-10-30,2012-11-01,Automated Phone,,Likely Voters,1500,50,49,,3
PPP (D-Americans United for Change),Democrat,2012-10-30,2012-11-01,Automated Phone,,Likely Voters,1200,48,50,3,2.8
PPP (D-Americans United for Change),Democrat,2012-10-30,2012-11-01,Automated Phone,,Likely Voters (Democrats),,81,17,2,
PPP (D-Americans United for Change),Democrat,2012-10-30,2012-11-01,Automated Phone,,Likely Voters (Republicans),,11,87,3,
PPP (D-Americans United for Change),Democrat,2012-10-30,2012-11-01,Automated Phone,,Likely Voters (Independents),,45,51,4,
ABC/Post,None,2012-10-31,2012-11-03,Live Phone,,Registered Voters,,51,47,,
ABC/Post,None,2012-10-31,2012-11-03,Live Phone,,Registered Voters (Democrats),,85,13,,
ABC/Post,None,2012-10-31,2012-11-03,Live Phone,,Registered Voters (Republicans),,10,89,,
ABC/Post,None,2012-10-31,2012-11-03,Live Phone,,Registered Voters (Independents),,49,49,,
Rasmussen,None,2012-10-31,2012-11-02,Automated Phone,,Likely Voters,1500,51,48,,3
PPP (D-Americans United for Change),Democrat,2012-10-31,2012-11-02,Automated Phone,,Likely Voters,1200,49,48,4,2.8
PPP (D-Americans United for Change),Democrat,2012-10-31,2012-11-02,Automated Phone,,Likely Voters (Democrats),,80,18,2,
PPP (D-Americans United for Change),Democrat,2012-10-31,2012-11-02,Automated Phone,,Likely Voters (Republicans),,11,85,4,
PPP (D-Americans United for Change),Democrat,2012-10-31,2012-11-02,Automated Phone,,Likely Voters (Independents),,49,46,6,
Purple Strategies,None,2012-10-31,2012-11-01,Automated Phone/Internet,,Likely Voters,1000,44,48,8,3.1
Gallup,None,2012-11-01,2012-11-04,Live Phone,,Adults,3117,52,45,,2
ABC/Post,None,2012-11-01,2012-11-04,Live Phone,,Registered Voters,,52,46,,
ABC/Post,None,2012-11-01,2012-11-04,Live Phone,,Registered Voters (Democrats),,87,12,,
ABC/Post,None,2012-11-01,2012-11-04,Live Phone,,Registered Voters (Republicans),,12,87,,
ABC/Post,None,2012-11-01,2012-11-04,Live Phone,,Registered Voters (Independents),,50,47,,
DailyKos/SEIU/PPP (D),Democrat,2012-11-01,2012-11-04,Automated Phone,,Likely Voters,1300,48,49,2,2.7
DailyKos/SEIU/PPP (D),Democrat,2012-11-01,2012-11-04,Automated Phone,,Likely Voters (Democrats),507,88,11,1,
DailyKos/SEIU/PPP (D),Democrat,2012-11-01,2012-11-04,Automated Phone,,Likely Voters (Republicans),481,11,88,1,
DailyKos/SEIU/PPP (D),Democrat,2012-11-01,2012-11-04,Automated Phone,,Likely Voters (Independents),312,43,52,5,
Democracy Corps (D),Democrat,2012-11-01,2012-11-04,Live Phone,,Likely Voters,1080,52,45,7,
Rasmussen,None,2012-11-01,2012-11-03,Automated Phone,,Likely Voters,1500,51,49,,3
NBC/WSJ,None,2012-11-01,2012-11-03,Live Phone,,Likely Voters,1475,49,49,2,2.55
PPP (D-Americans United for Change),Democrat,2012-11-01,2012-11-03,Automated Phone,,Likely Voters,1200,48,47,4,2.8
PPP (D-Americans United for Change),Democrat,2012-11-01,2012-11-03,Automated Phone,,Likely Voters (Democrats),,83,14,3,
PPP (D-Americans United for Change),Democrat,2012-11-01,2012-11-03,Automated Phone,,Likely Voters (Republicans),,10,86,4,
PPP (D-Americans United for Change),Democrat,2012-11-01,2012-11-03,Automated Phone,,Likely Voters (Independents),,48,46,6,
PPP (D),Democrat,2012-11-01,2012-11-03,Automated Phone,,Likely Voters,700,45,49,6,3.7
Rasmussen,None,2012-11-02,2012-11-04,Automated Phone,,Likely Voters,1500,50,49,,3
Rasmussen,None,2012-11-02,2012-11-04,Automated Phone,,Likely Voters,1500,50,49,,3
PPP (D-Americans United for Change),Democrat,2012-11-02,2012-11-04,Automated Phone,,Likely Voters,1200,48,48,4,2.8
PPP (D-Americans United for Change),Democrat,2012-11-02,2012-11-04,Automated Phone,,Likely Voters (Democrats),,79,18,3,
PPP (D-Americans United for Change),Democrat,2012-11-02,2012-11-04,Automated Phone,,Likely Voters (Republicans),,11,87,2,
PPP (D-Americans United for Change),Democrat,2012-11-02,2012-11-04,Automated Phone,,Likely Voters (Independents),,50,43,7,
CNN,None,2012-11-02,2012-11-04,Live Phone,,Likely Voters,693,51,45,4,3.5
PPP (D),Democrat,2012-11-02,2012-11-03,Automated Phone,,Likely Voters,790,48,48,5,3.5
YouGov/Economist,None,2012-11-03,2012-11-05,Internet,,Adults,998,45,51,4,4.6
YouGov/Economist,None,2012-11-03,2012-11-05,Internet,,Adults (Democrats),377,85,13,2,
YouGov/Economist,None,2012-11-03,2012-11-05,Internet,,Adults (Republicans),261,5,92,2,
YouGov/Economist,None,2012-11-03,2012-11-05,Internet,,Adults (Independents),261,42,56,1,
Gallup,None,2012-11-03,2012-11-05,Live Phone,,Adults,1500,52,44,,3
Gravis Marketing,None,2012-11-03,2012-11-05,Automated Phone,,Likely Voters,872,46,49,6,3.3
Rasmussen,None,2012-11-03,2012-11-05,Automated Phone,,Likely Voters,1500,50,49,,3
Rasmussen,None,2012-11-03,2012-11-05,Automated Phone,,Likely Voters,1500,50,49,,3
Gallup,None,2012-11-04,2012-11-06,Live Phone,,Adults,1500,50,44,,3
Rasmussen,None,2012-11-04,2012-11-06,Automated Phone,,Likely Voters,1500,52,48,,3
Rasmussen,None,2012-11-04,2012-11-04,Automated Phone,,Likely Voters,750,51,48,,4
Gallup,None,2012-11-05,2012-11-07,Live Phone,,Adults,1500,49,44,,3
Rasmussen,None,2012-11-05,2012-11-07,Automated Phone,,Likely Voters,1500,52,47,,3
Gallup,None,2012-11-06,2012-11-08,Live Phone,,Adults,1500,49,45,,3
Rasmussen,None,2012-11-06,2012-11-08,Automated Phone,,Likely Voters,1500,51,48,,3
GQR (D),Democrat,2012-11-06,2012-11-07,Live Phone,,Likely Voters,811,51,45,,3.46
Gallup,None,2012-11-07,2012-11-09,Live Phone,,Adults,1500,52,42,,3
Rasmussen,None,2012-11-07,2012-11-09,Automated Phone,,Likely Voters,1500,51,47,,3
Gallup,None,2012-11-08,2012-11-10,Live Phone,,Adults,1500,51,43,,3
Rasmussen,None,2012-11-08,2012-11-10,Automated Phone,,Likely Voters,1500,53,45,,3
Gallup,None,2012-11-09,2012-11-11,Live Phone,,Adults,1500,52,42,,3
Rasmussen,None,2012-11-09,2012-11-11,Automated Phone,,Likely Voters,1500,54,45,,3
YouGov/Economist,None,2012-11-10,2012-11-12,Internet,,Adults,998,48,47,5,4.9
YouGov/Economist,None,2012-11-10,2012-11-12,Internet,,Adults (Democrats),398,90,6,4,
YouGov/Economist,None,2012-11-10,2012-11-12,Internet,,Adults (Republicans),251,6,90,5,
YouGov/Economist,None,2012-11-10,2012-11-12,Internet,,Adults (Independents),298,41,57,2,
Gallup,None,2012-11-10,2012-11-12,Live Phone,,Adults,1500,52,41,,3
Rasmussen,None,2012-11-10,2012-11-12,Automated Phone,,Likely Voters,1500,55,44,,3
Gallup,None,2012-11-11,2012-11-13,Live Phone,,Adults,1500,53,40,,3
Rasmussen,None,2012-11-11,2012-11-13,Automated Phone,,Likely Voters,1500,54,45,,3
Gallup,None,2012-11-12,2012-11-14,Live Phone,,Adults,1500,52,41,,3
Rasmussen,None,2012-11-12,2012-11-14,Automated Phone,,Likely Voters,1500,54,45,,3
Gallup,None,2012-11-13,2012-11-15,Live Phone,,Adults,1500,52,42,,3
Rasmussen,None,2012-11-13,2012-11-15,Automated Phone,,Likely Voters,1500,53,46,,3
Gallup,None,2012-11-14,2012-11-16,Live Phone,,Adults,1500,52,41,,3
Rasmussen,None,2012-11-14,2012-11-16,Automated Phone,,Likely Voters,1500,53,46,,3
Gallup,None,2012-11-15,2012-11-17,Live Phone,,Adults,1500,53,40,,3
Rasmussen,None,2012-11-15,2012-11-17,Automated Phone,,Likely Voters,1500,53,46,,3
CNN,None,2012-11-16,2012-11-18,Live Phone,,Adults,1023,52,43,5,3
CNN,None,2012-11-16,2012-11-18,Live Phone,,Adults (Democrats),,93,6,1,
CNN,None,2012-11-16,2012-11-18,Live Phone,,Adults (Republicans),,8,86,5,
CNN,None,2012-11-16,2012-11-18,Live Phone,,Adults (Independents),,46,47,7,
Gallup,None,2012-11-16,2012-11-18,Live Phone,,Adults,1500,52,41,,3
Rasmussen,None,2012-11-16,2012-11-18,Automated Phone,,Likely Voters,1500,53,46,,3
ARG,None,2012-11-17,2012-11-20,Live Phone,,Likely Voters,1100,53,43,4,2.6
YouGov/Economist,None,2012-11-17,2012-11-19,Internet,,Adults,999,45,50,4,
YouGov/Economist,None,2012-11-17,2012-11-19,Internet,,Adults (Democrats),387,94,7,1,
YouGov/Economist,None,2012-11-17,2012-11-19,Internet,,Adults (Republicans),262,7,93,,
YouGov/Economist,None,2012-11-17,2012-11-19,Internet,,Adults (Independents),295,27,66,6,
Gallup,None,2012-11-17,2012-11-19,Live Phone,,Adults,1500,53,42,,3
Rasmussen,None,2012-11-17,2012-11-19,Automated Phone,,Likely Voters,1500,55,44,,3
Gallup,None,2012-11-18,2012-11-20,Live Phone,,Adults,1500,51,43,,3
Rasmussen,None,2012-11-18,2012-11-20,Automated Phone,,Likely Voters,1500,54,45,,3
Gallup,None,2012-11-19,2012-11-21,Live Phone,,Adults,1500,50,42,,3
Gallup,None,2012-11-20,2012-11-23,Live Phone,,Adults,1500,50,42,,3
Gallup,None,2012-11-21,2012-11-24,Live Phone,,Adults,1500,51,40,,3
YouGov/Economist,None,2012-11-23,2012-11-26,Internet,,Adults,996,51,46,2,
YouGov/Economist,None,2012-11-23,2012-11-26,Internet,,Adults (Democrats),395,92,8,,
YouGov/Economist,None,2012-11-23,2012-11-26,Internet,,Adults (Republicans),266,5,96,,
